id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
5282,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Classic Polo Men's White With Red Logo Polo T-shirt
3175,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Nike Men's Air Compel Black Shoe
23057,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Arrow Sport Men Blue Striped T-shirt
47182,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Ganuchi Men Blue Casual Shoes
16512,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans
28480,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Urban Yoga Men Printed Navy Blue T-shirt
18215,Men,Accessories,Socks,Socks,Black,Fall,2011.0,Casual,Manchester United Men Solid Black Socks
26728,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Tech Green T-shirt
16981,Men,Footwear,Sandal,Sandals,Blue,Spring,2012.0,Casual,Puma Men Arizona Blue Slipper
12945,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Basics Men Brown Slim Fit Shirt
6860,Women,Apparel,Bottomwear,Skirts,Black,Summer,2011.0,Casual,Forever New Women's Short Black Skirt
22718,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Nike Men Dart 9 MSL Black Sports Shoes
8132,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Women Core Analog White Steel Watch
43945,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Catwalk Women Brown Heels
16149,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Tokyo Talkies Women Printed White T-shirt
44743,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Globalite Men White Doxton Shoes
33611,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Wallet
39925,Unisex,Accessories,Bags,Laptop Bag,Brown,Fall,2012.0,Casual,Tortoise Unisex Brown Laptop Bag
39119,Women,Apparel,Bottomwear,Leggings,Blue,Fall,2012.0,Casual,Aneri Women Blue Leggings
54387,Women,Accessories,Bags,Handbags,Mauve,Summer,2015.0,Casual,Baggit Women Mauve Handbag
40787,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2012.0,Casual,Quiksilver Men Brown Flip Flops
37413,Women,Accessories,Bags,Handbags,Maroon,Summer,2012.0,Casual,Murcia Women Basket Thatch Maroon Handbag
7591,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's As Tennis Mas T-shirt
30060,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,SKAGEN DENMARK Men Silver-Toned Dial Watch 958XLSL
21320,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Louis Philippe Men Sunglasses LP045-C4
40317,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,ADIDAS Men Black Terra Sandals
56040,Women,Personal Care,Lips,Lipstick,Red,Spring,2017.0,Casual,Colorbar Get Ready Lipstick 11
18438,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Vital Gear Black Unisex Backpack
25921,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Femella Women Lime Green T-shirt
33078,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Printed Navy Blue T-Shirt
46817,Women,Footwear,Shoes,Flats,Black,Winter,2015.0,Casual,Catwalk Black Casual Shoes
44582,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2017.0,Casual,Lee Men Bern Navy Blue Jeans
40310,Unisex,Footwear,Sandal,Sports Sandals,White,Winter,2013.0,Casual,Warner Bros Kids White & Green Sports Sandals
55094,Women,Personal Care,Skin Care,Face Wash and Cleanser,Gold,Spring,2017.0,Casual,Pond's Radiance Boosting Cleansing Mousse
37414,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Murcia Women Black Handbag
18867,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Casual,Puma Men Solid Grey Knits Panel Shorts
27440,Women,Apparel,Topwear,Tops,Purple,Fall,2015.0,Casual,Jockey Women Purple Racerback Tank Top
58129,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Silver & Green Earrings
10494,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Flying Machine Women Blue Polo Tshirts
58586,Women,Accessories,Jewellery,Necklace and Chains,Orange,Winter,2016.0,Casual,ToniQ Women Orange Necklace
38463,Women,Accessories,Wallets,Wallets,Green,Summer,2012.0,Casual,Baggit Women Green Wallet
32159,Women,Accessories,Socks,Socks,Pink,Summer,2017.0,Casual,Playboy Women Playmate Pink Ankle Socks
41699,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Summer,2016.0,Casual,DC Comics Men Blue Printed Lounge Pants
4748,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Sports,ADIDAS Men's Perf Str Polo White Green T-Shirt
14837,Men,Accessories,Belts,Belts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Black Belt
50149,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Rocia Women White Flats
8515,Unisex,Accessories,Bags,Backpacks,Grey,Summer,2011.0,Sports,Nike Unisex Ultimatum Max Grey Backpacks
5038,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Fila Men's Galliant White Shoe
11921,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2015.0,Formal,Franco Leone Men Brown Leather Formal Shoes
15540,Unisex,Accessories,Headwear,Caps,Navy Blue,Summer,2011.0,Sports,Fila Unisex Solid Navy Blue Caps
46687,Women,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017.0,Casual,Rasasi Women Confidence Perfume
36352,Men,Accessories,Ties,Ties,Maroon,Summer,2012.0,Formal,Reid & Taylor Men Maroon Dotted Tie
22560,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Reebok Men Reeload Deo
19379,Men,Apparel,Innerwear,Boxers,Green,Summer,2016.0,Casual,Crusoe Men Surge Green Boxer Shorts
12791,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,Nike Men Manchester United Red Jerseys
43301,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,United Colors of Benetton Men Red Flip Flop
9637,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Indigo Nation Men Hot Stepper Black Shirts
48510,Women,Apparel,Topwear,Tops,Beige,Summer,2012.0,Casual,French Connection Women Beige & Blue Striped Top
20230,Women,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Wrangler Women Fluro Grey Sweater
54721,Women,Apparel,Apparel Set,Kurta Sets,White,Fall,2012.0,Ethnic,Shree Women White and Blue Printed Patiala Kurta Set
3107,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Probase Men's Cheap Fast & Easy Black T-shirt
24032,Men,Apparel,Topwear,Tshirts,Brown,Summer,2012.0,Casual,Locomotive Men Light Brown Printed T-shirt
33618,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Wallet
39746,Girls,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Gini Jony Girls Black Top
40548,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Women White Dial Watch
21927,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,BIBA Women Printed White Kurta
12399,Men,Accessories,Socks,Socks,Cream,Summer,2016.0,Formal,Reid & Taylor Men Solid Cream Socks
57907,Women,Accessories,Socks,Socks,Black,Summer,2017.0,Casual,Fruit of the Loom Women Black Pack of Three Socks
39520,Unisex,Accessories,Bags,Messenger Bag,Black,Summer,2012.0,Casual,Peter England Unisex Black Messanger Bag
41298,Boys,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Gini and Jony Boys Shirt White Shirts
22157,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Lee Cooper Men Black Casual Shoes
3395,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Murcia Women Red Handbag
14607,Men,Accessories,Socks,Socks,Brown,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Brown Socks
50321,Women,Apparel,Topwear,Kurtis,Black,Summer,2012.0,Ethnic,Aurelia Women Black Kurti
27041,Unisex,Accessories,Bags,Duffel Bag,Black,Summer,2012.0,Casual,Yelloe Unisex Black Duffle Bag
25716,Unisex,Accessories,Bags,Duffel Bag,Olive,Summer,2012.0,Casual,Wrangler Unisex Canvas Olive Duffle Bag
20264,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Wrangler Men Ride Black Tshirt
56022,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Colorbar Flamingo Soft Touch Lipstick 033
26355,Women,Apparel,Dress,Dresses,Purple,Summer,2012.0,Casual,Arrow Woman Printed Purple Dress
54547,Women,Apparel,Topwear,Tunics,Pink,Summer,2012.0,Casual,Global Desi Women Pink Tunic
56210,Women,Accessories,Jewellery,Pendant,Gold,Winter,2015.0,Casual,Estelle Women Gold Pendant
30466,Women,Apparel,Innerwear,Bra,Pink,Summer,2014.0,Casual,Lovable Women All Day Long Pink Bra
3361,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Women Brain Black T-shirt
56674,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Chronograph Watch
1856,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Inkfruit Men Rebel Without a Clue T-shirt
33479,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Baggit Women Gambler Sandwichtost Black Belt
51456,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Tonga Women Pink & White Top
29128,Women,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,Vogue Women Blue Sunglasses
32560,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,ONLY Women Blue Jeans
15342,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Sports,Nike Women Printed Pink Tshirts
43503,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,French Connection Men Green T-shirt
39940,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013.0,Casual,Gas Men Venetian Grey Shoes
7958,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Puma Men's Tech Graphic Blue T-shirt
44170,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Nike Fragrances Men Green Storm Deo
46627,Women,Personal Care,Fragrance,Deodorant,Orange,Spring,2017.0,Casual,Rasasi Women Chastity Deo and Perfume Set
38053,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Digital Watch
40975,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys United Green T-shirt
29313,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,ADIDAS Unisex Black Backpack
33689,Men,Footwear,Shoes,Casual Shoes,White,Winter,2012.0,Casual,Cobblerz Men White & Blue Casual Shoes
52820,Women,Accessories,Jewellery,Earrings,Maroon,Fall,2012.0,Casual,Adrika Maroon Earrings
39511,Unisex,Accessories,Bags,Backpacks,Orange,Summer,2012.0,Casual,Peter England Unisex Orange Backpack
47161,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Peter England Men Black Belt
40176,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men UV Protected Sporty Wrap Sunglasses
38850,Women,Apparel,Topwear,Tops,Pink,Fall,2012.0,Casual,Latin Quarters Women Pink Top
9458,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,John Miller Men Red white Red Shirts
16161,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Enroute Men Leather Black Formal Shoes
37686,Unisex,Accessories,Bags,Backpacks,Grey,Summer,2012.0,Casual,American Tourister Unisex Grey Backpack
20631,Men,Apparel,Topwear,Sweaters,Green,Fall,2011.0,Casual,Wrangler Men Flag Green Sweater
20255,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Wrangler Men Tee Blue T-shirt
2612,Women,Footwear,Shoes,Flats,Black,Fall,2010.0,Casual,Carlton London Women Crystal Black Sandal
55450,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,Casual,Revlon Plum Sexxxy Flirty Fuchsia Lipstick 54
31327,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2015.0,Formal,Franco Leone Men Brown Formal Shoes
22962,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2012.0,Casual,Fila Men Black Cage Flip Flops
40388,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Tokyo Talkies Women Red Top
14058,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Flying Machine Men Printed Black Tshirts
8122,Men,Accessories,Belts,Belts,Black,Winter,2016.0,Casual,Fastrack Men Non Leather Black Belts
38054,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Digital Watch
18037,Women,Accessories,Bags,Handbags,Tan,Winter,2015.0,Casual,Lino Perros Women Solid Tan Handbag
15387,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2012.0,Casual,Fila Men Kumi Red Slippers
11515,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Lifestyle Black Heels
6625,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Men's Morin White Shoe
17272,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Green  Polo Tshirt
31582,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Mark Taylor Men Printed Blue T-shirt
12700,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Nike Men Metallic Gold Black Sports Shoes
54327,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Garfield Women Black Bra GFA12-026
46286,Women,Apparel,Topwear,Tunics,Multi,Summer,2012.0,Casual,109F Women Multicoloured Printed Tunic
4724,Girls,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Disney Kids Girl's Yellow Teen Kidswear
9209,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Women Jet Cat White Casual Shoes
42645,Women,Apparel,Topwear,Kurtas,Olive,Summer,2012.0,Ethnic,Alma Women Olive Kurta
14494,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Flying Machine Men Casual Black Casual Shoes
33242,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Formal,Arrow Men White Check Shirt
34067,Women,Apparel,Topwear,Shirts,Cream,Summer,2012.0,Casual,Femella Women Printed Cream Shirt
28438,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women White Dial Chronograph Watch NY4985
33070,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,U.S.Polo Assn. Men Orange Polo T-shirt
25929,Women,Apparel,Bottomwear,Leggings,Black,Summer,2012.0,Casual,Femella Women Black Leggings
5205,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Beatles Men's The Beatles Dark Grey T-shirt
22754,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011.0,Ethnic,BIBA Women Solid Navy Blue Kurta
25571,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Fila Men Superior White Sports Shoes
27828,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Bulchee Men Brown Leather Belt
54149,Women,Accessories,Jewellery,Necklace and Chains,Silver,Fall,2012.0,Casual,Femella Silver Necklace
33289,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Arrow Sport Men White Slim Fit Shirt
28097,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Jockey MC Men Navy Blue Y Front Briefs 8003
1804,Men,Apparel,Bottomwear,Shorts,Black,Fall,2010.0,Sports,Kalenji Men Essential Baggy Black Shorts
8989,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Unisex Evo Black Casual Shoes
19724,Women,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,United Colors of Benetton Women Green Check Shirt
57952,Women,Apparel,Saree,Sarees,Off White,Fall,2012.0,Ethnic,Prafful Off White Printed Sari
8141,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Freestyle Sports Analog Steel Black Watch
16754,Women,Accessories,Bags,Clutches,Silver,Winter,2015.0,Casual,Spice Art Women Crystal Flower Gold Clutch
20460,Women,Accessories,Bags,Handbags,White,Winter,2015.0,Casual,Baggit Women Babe Opart White Handbag
34060,Boys,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Casual,Gini and Jony Boys Grey Shorts
12790,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Sports,Nike Men Arsenal Red Jersey
37423,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Murcia Women Office Purple Handbag
59038,Women,Footwear,Shoes,Flats,Silver,Winter,2012.0,Casual,Carlton London Women Silver Toned Flats
2824,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Lee Cooper Men's Formal Leather Slip-On Black Shoe
26936,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jealous 21 Women Printed White Top
1803,Unisex,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Tribord Unisex Black T-shirt
9636,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Bling Purple  Striped Shirt
59651,Women,Apparel,Saree,Sarees,Cream,Fall,2012.0,Ethnic,FNF Cream & Pink Evening Wear Sari
39586,Women,Footwear,Shoes,Heels,Red,Winter,2015.0,Casual,Catwalk Women Red Flats
25918,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Femella Women Blue T-shirt
7751,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Indigo Nation Men Young Lords Black T-shirt
27819,Men,Accessories,Belts,Belts,Brown,Summer,2013.0,Casual,Bulchee Men Padded Chino Brown Belt
34432,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Women Rider Blue T-shirt
14035,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Flying Machine Men Check Maroon Shirts
4782,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,ADIDAS Women's V Neck With Crystal Black T-shirt
27217,Men,Apparel,Bottomwear,Shorts,Beige,Summer,2012.0,Casual,Doodle Kids Boy  Beige Shorts
54711,Women,Apparel,Topwear,Kurtas,White,Fall,2012.0,Ethnic,Shree Women Black and White Printed Kurta
32167,Women,Accessories,Socks,Socks,Blue,Summer,2017.0,Casual,Playboy Women Playmate Blue Ankle Socks
12560,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Tantra Men Printed Blue Tshirts
42022,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2012.0,Casual,ADIDAS Men AdiCliff Black Flip Flops
46811,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Black T-shirt
38650,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Nike Men Capri Brown Shoes
10208,Women,Accessories,Bags,Handbags,Blue,Winter,2015.0,Casual,Murcia Women Hths Blue Handbags
40772,Men,Accessories,Headwear,Caps,Red,Summer,2012.0,Casual,Quiksilver Men Red Firtsy Roundtails Cap
24237,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,La-Emotio Women Green Kurta
56041,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Colorbar Coco Liscious Lipstick 10
4543,Women,Footwear,Shoes,Sports Shoes,Purple,Summer,2011.0,Sports,Nike Womens Air Rele Purple Shoe
7100,Unisex,Accessories,Bags,Duffel Bag,Green,Winter,2015.0,Travel,Wildcraft Unisex Green Duffel Bag
27022,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Jeans
22134,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Provogue Men Black Formal Shoes
55066,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Lakme Enrich Mattes Lipstick 420
57503,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Lee Cooper Men Brown Sandals
22306,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Inc. 5 Women Casual Brown Flats
13441,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Printed White Tshirts
54386,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Baggit Women Black & Grey Small Handbag
10801,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men August Stripe Look Checks Blue Shirts
11329,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Solid Grey Trousers
25920,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Femella Women Green T-shirt
11927,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Skechers Women Tone White Sports Shoes
39315,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Printed Yellow T-shirt
4588,Unisex,Accessories,Bags,Backpacks,Red,Winter,2018.0,Casual,Wildcraft Unisex Red & Grey Backpack
58322,Men,Accessories,Socks,Socks,White,Summer,2016.0,Sports,Jockey LCESCBRA Men White Pack of 3 Socks 2004
17688,Women,Footwear,Shoes,Flats,Beige,Winter,2015.0,Casual,Catwalk Women Classic Beige Sandal
13826,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,Indigo Nation Men Stripes Navy Blue Sweaters
34638,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Lotto Men Vienna III Grey Sports Shoes
48382,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,French Connection Men Blue Jeans
9005,Women,Accessories,Bags,Handbags,Silver,Winter,2015.0,Casual,Murcia Women Silver Party Purse Silver Handbags
48110,Women,Apparel,Bottomwear,Shorts,Red,Summer,2012.0,Casual,French Connection Women Red Shorts
20298,Women,Apparel,Topwear,Sweaters,Pink,Fall,2011.0,Casual,Jealous 21 Women Solid Pink Sweater
39173,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Aneri Women Red Kurta
19746,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,ADIDAS Originals Men Solid Black Tshirt
8311,Men,Accessories,Belts,Belts,Brown,Winter,2016.0,Casual,Fastrack Men Light Brown Belt
18009,Women,Accessories,Belts,Belts,Black,Winter,2015.0,Casual,Lino Perros Women Solid Black Belt
12701,Women,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,Nike Women Lunarfly Blue Sports Shoes
49499,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Vans Men Black Sk8-Hi Shoes
1859,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Inkfruit Men Eye Opener T-shirt
9208,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Ean-13 Black Casual Shoes
51002,Women,Apparel,Innerwear,Bra,White,Summer,2018.0,Casual,Enamor White Full Figure Bra
47355,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Baggit Women Brown & Blue Handbag
18499,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,Puma Men Striped Navy Blue Sweater
31321,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Aurelia Women Printed Black Kurta
25177,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Brown Handbag
2270,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010.0,Casual,Nike JDI Pink Women T-shirt
41852,Men,Accessories,Socks,Socks,Black,Winter,2015.0,Casual,Genesis Men Pack of 3 Checked Socks
47399,Women,Accessories,Bags,Handbags,Green,Fall,2012.0,Casual,Baggit Women Green Bag
48741,Men,Accessories,Jewellery,Bangle,Steel,Summer,2012.0,Casual,Revv Men Steel Bangle
6876,Women,Apparel,Topwear,Jackets,Peach,Summer,2011.0,Casual,Forever New Women Peach Jacket
33227,Women,Apparel,Topwear,Tops,Cream,Summer,2012.0,Casual,Sepia Women Cream Top
55035,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Lakme Absolute Matte Nougat Lipstick 62
27415,Women,Apparel,Bottomwear,Capris,Black,Winter,2015.0,Casual,Jockey Women Black Relaxed Capris
43150,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch
10297,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Smart Casual,Clarks Men Black Leather Loafers
46274,Women,Apparel,Topwear,Tops,Multi,Summer,2012.0,Casual,109F Women Multicoloured Printed Top
58940,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Tommy Hilfiger Women White Dial Watch TH1780973-D
41263,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Arrow Men Black Wallet
34466,Women,Accessories,Bags,Backpacks,Pink,Summer,2012.0,Casual,ADIDAS Women Polyester Pink Backpack
30200,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2012.0,Casual,Nike Unisex Casual Blue Backpack
24600,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Mark Taylor Men Red Striped Shirt
47160,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Peter England Men Brown Belt
15523,Women,Footwear,Shoes,Heels,Black,Fall,2011.0,Casual,Rockport Women Jeanie Thong Chain Black Flats
30664,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Park Avenue Men Brown Sunglasses
8320,Boys,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Doodle Boy's Route 66 Biker Red Teen Kidswear
58949,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017.0,Casual,Taylor of London Women White Satin Perfumed body Spray
36936,Men,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017.0,Casual,Ralph Lauren Men The Big Pony Collection Perfume
18651,Men,Footwear,Sandal,Sandals,Brown,Fall,2011.0,Casual,Fila Men Over Stitch Brown Slippers
3956,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Jealous 21 Women Pink Clever Disguise Top
15718,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Nike Men Lunarglide+ 3 Black Sports Shoes
49804,Men,Accessories,Headwear,Caps,Khaki,Summer,2012.0,Casual,Flying Machine Men Khaki Cap
34450,Women,Footwear,Shoes,Flats,Gold,Winter,2012.0,Casual,Rocia Women Gold Sandals
54125,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Rocia Women Brown Heels
16390,Men,Apparel,Bottomwear,Trousers,Olive,Spring,2013.0,Formal,Peter England Men Solid Olive Trouser
42272,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Unisex Black Authentic Shoes
56818,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,John Players Men Grey Shirt
